signal_id,symbol,side,D_arm_time,R_confirm_time,order_create_time,expected_entry,actual_entry,actual_entry_time,ENTRY_R_LOW,ENTRY_R_HIGH,ENTRY_R_SIZE,structural_stop,stop_time,partial_exit_times,final_exit_time,exit_reason,r_net,pm_margin_pct,fee,funding,funding_events,mae,mfe,hold_h,age_bars,atr_idx,atr_end_time,decision_time,fills,event_sequence
S-2021-01-11 19:59-32,BTCUSDT,SHORT,2021-01-12 00:00,2021-01-11 19:59,2021-01-12 00:00,34890.33,34890.33,2021-01-12 00:00,36399.99,30448.00,5951.99,36509.19,2021-01-12 07:44,,2021-01-12 07:44,stop,-0.047598,-47.598,0.000700,0.000000,,-0.04640,0.03333,7.75,2,2947,2021-01-11 23:59,2021-01-12 00:00,stop@2021-01-12 07:44:36509.19:1.000,2021-01-12 00:00|FILL|34890.33|1.000;2021-01-12 07:44|EXIT_STOP|36509.19|1.000
L-2021-01-14 23:59-33,BTCUSDT,LONG,2021-01-15 00:00,2021-01-14 23:59,2021-01-15 00:00,38418.14,38418.14,2021-01-15 04:15,37760.00,40061.83,2301.83,37646.72,2021-01-15 06:09,,2021-01-15 06:09,stop,-0.021280,-21.280,0.000700,0.000000,,-0.02008,0.01252,1.92,2,2966,2021-01-15 03:59,2021-01-15 04:15,stop@2021-01-15 06:09:37646.72:1.000,2021-01-15 04:15|FILL|38418.14|1.000;2021-01-15 06:09|EXIT_STOP|37646.72|1.000
S-2021-01-18 03:59-34,BTCUSDT,SHORT,2021-01-18 00:00,2021-01-18 03:59,2021-01-18 04:00,36311.31,36311.31,2021-01-18 08:15,36898.00,34875.00,2023.00,37008.69,2021-01-18 12:09,,2021-01-18 12:09,stop,-0.020406,-20.406,0.000700,0.000000,,-0.01921,0.01321,3.92,2,2985,2021-01-18 07:59,2021-01-18 08:15,stop@2021-01-18 12:09:37008.69:1.000,2021-01-18 08:15|FILL|36311.31|1.000;2021-01-18 12:09|EXIT_STOP|37008.69|1.000
S-2021-01-20 19:59-35,BTCUSDT,SHORT,2021-01-21 00:00,2021-01-20 19:59,2021-01-21 00:00,35269.52,35269.52,2021-01-21 00:00,35985.00,33403.00,2582.00,36092.96,2021-01-29 08:54,2021-01-21 08:54;2021-01-22 01:19,2021-01-29 08:54,stop,0.047772,47.772,0.000513,-0.002178,2021-01-21 08:00:-0.000484;2021-01-21 16:00:-0.000133;2021-01-22 00:00:-0.000050;2021-01-22 08:00:-0.000038;2021-01-22 16:00:-0.000038;2021-01-23 00:00:-0.000038;2021-01-23 08:00:-0.000046;2021-01-23 16:00:-0.000038;2021-01-24 00:00:-0.000038;2021-01-24 08:00:-0.000054;2021-01-24 16:00:-0.000155;2021-01-25 00:00:-0.000038;2021-01-25 08:00:-0.000196;2021-01-25 16:00:-0.000159;2021-01-26 00:00:-0.000051;2021-01-26 08:00:-0.000038;2021-01-26 16:00:-0.000038;2021-01-27 00:00:-0.000038;2021-01-27 08:00:-0.000038;2021-01-27 16:00:-0.000038;2021-01-28 00:00:-0.000038;2021-01-28 08:00:-0.000038;2021-01-28 16:00:-0.000083;2021-01-29 00:00:-0.000038;2021-01-29 08:00:-0.000243,-0.01040,0.18116,200.92,2,3001,2021-01-20 23:59,2021-01-21 00:00,tp@2021-01-21 08:54:33622.65:0.500;tp@2021-01-22 01:19:29006.72:0.125;stop@2021-01-29 08:54:35198.98:0.375,2021-01-21 00:00|FILL|35269.52|1.000;2021-01-21 08:54|EXIT_TP|33622.65|0.500;2021-01-22 01:19|EXIT_TP|29006.72|0.125;2021-01-29 08:54|EXIT_STOP|35198.98|0.375
L-2021-02-10 19:59-36,BTCUSDT,LONG,2021-02-11 00:00,2021-02-10 19:59,2021-02-11 00:00,44591.54,44591.54,2021-02-11 00:10,43770.00,46685.95,2915.95,43638.69,,2021-02-11 11:54;2021-02-11 11:54,2021-02-23 04:40,v,0.062691,62.691,0.000513,0.015672,2021-02-11 08:00:+0.000831;2021-02-11 16:00:+0.000653;2021-02-12 00:00:+0.000483;2021-02-12 08:00:+0.000471;2021-02-12 16:00:+0.000396;2021-02-13 00:00:+0.000525;2021-02-13 08:00:+0.000531;2021-02-13 16:00:+0.000285;2021-02-14 00:00:+0.000319;2021-02-14 08:00:+0.000548;2021-02-14 16:00:+0.000561;2021-02-15 00:00:+0.000442;2021-02-15 08:00:+0.000152;2021-02-15 16:00:+0.000255;2021-02-16 00:00:+0.000373;2021-02-16 08:00:+0.000463;2021-02-16 16:00:+0.000532;2021-02-17 00:00:+0.000390;2021-02-17 08:00:+0.000350;2021-02-17 16:00:+0.000552;2021-02-18 00:00:+0.000496;2021-02-18 08:00:+0.000579;2021-02-18 16:00:+0.000472;2021-02-19 00:00:+0.000342;2021-02-19 08:00:+0.000317;2021-02-19 16:00:+0.000483;2021-02-20 00:00:+0.000586;2021-02-20 08:00:+0.000437;2021-02-20 16:00:+0.000460;2021-02-21 00:00:+0.000376;2021-02-21 08:00:+0.000371;2021-02-21 16:00:+0.000472;2021-02-22 00:00:+0.000439;2021-02-22 08:00:+0.000344;2021-02-22 16:00:+0.000292;2021-02-23 00:00:+0.000094,-0.01239,0.31128,292.50,2,3127,2021-02-10 23:59,2021-02-11 00:10,tp@2021-02-11 11:54:46497.24:0.500;tp@2021-02-11 11:54:46306.99:0.125;v@2021-02-23 04:40:50857.91:0.375,2021-02-11 00:10|FILL|44591.54|1.000;2021-02-11 11:54|EXIT_TP|46497.24|0.500;2021-02-11 11:54|EXIT_TP|46306.99|0.125;2021-02-23 04:39|V_DETECT|50710.20|0.000;2021-02-23 04:40|EXIT_V|50857.91|0.375
L-2021-03-15 23:59-37,BTCUSDT,LONG,2021-03-16 00:00,2021-03-15 23:59,2021-03-16 00:00,55695.82,55695.82,2021-03-16 00:00,55078.00,56990.00,1912.00,54912.77,,,2021-03-16 00:05,v,0.002252,2.252,0.000700,0.000000,,-0.00711,0.00330,0.08,1,3325,2021-03-15 23:59,2021-03-16 00:00,v@2021-03-16 00:05:55860.23:1.000,2021-03-16 00:00|FILL|55695.82|1.000;2021-03-16 00:04|V_DETECT|56078.23|0.000;2021-03-16 00:05|EXIT_V|55860.23|1.000
L-2021-03-20 11:59-38,BTCUSDT,LONG,2021-03-20 00:00,2021-03-20 11:59,2021-03-20 12:00,58411.70,58411.70,2021-03-20 20:20,57881.00,59389.42,1508.42,57707.36,2021-03-21 02:34,,2021-03-21 02:34,stop,-0.013572,-13.572,0.000700,0.000314,2021-03-21 00:00:+0.000314,-0.01206,0.01086,6.25,3,3354,2021-03-20 19:59,2021-03-20 20:20,stop@2021-03-21 02:34:57707.36:1.000,2021-03-20 20:20|FILL|58411.70|1.000;2021-03-21 02:34|EXIT_STOP|57707.36|1.000
S-2021-03-27 15:59-39,BTCUSDT,SHORT,2021-03-27 00:00,2021-03-27 15:59,2021-03-27 16:00,55023.11,55023.11,2021-03-27 16:00,55555.55,54001.00,1554.55,55722.22,2021-03-27 16:14,,2021-03-27 16:14,stop,-0.013906,-13.906,0.000700,0.000000,,-0.01271,0.00107,0.25,1,3395,2021-03-27 15:59,2021-03-27 16:00,stop@2021-03-27 16:14:55722.22:1.000,2021-03-27 16:00|FILL|55023.11|1.000;2021-03-27 16:14|EXIT_STOP|55722.22|1.000
L-2021-04-19 19:59-40,BTCUSDT,LONG,2021-04-20 00:00,2021-04-19 19:59,2021-04-20 00:00,55075.20,55075.20,2021-04-20 00:20,54200.00,57210.45,3010.45,54037.40,2021-04-20 02:24,,2021-04-20 02:24,stop,-0.020043,-20.043,0.000700,0.000000,,-0.01884,0.00308,2.08,2,3535,2021-04-19 23:59,2021-04-20 00:20,stop@2021-04-20 02:24:54037.40:1.000,2021-04-20 00:20|FILL|55075.20|1.000;2021-04-20 02:24|EXIT_STOP|54037.40|1.000
S-2021-04-25 07:59-41,BTCUSDT,SHORT,2021-04-25 00:00,2021-04-25 07:59,2021-04-25 08:00,50438.76,50438.76,2021-04-25 14:40,51046.89,49113.17,1933.72,51200.03,2021-04-26 00:34,2021-04-25 20:49;2021-04-25 20:49;2021-04-25 21:34,2021-04-26 00:34,stop,0.025857,25.857,0.000475,-0.000125,2021-04-25 16:00:-0.000100;2021-04-26 00:00:-0.000025,-0.00276,0.06956,9.92,2,3568,2021-04-25 11:59,2021-04-25 14:40,tp@2021-04-25 20:49:48916.22:0.500;tp@2021-04-25 20:49:48898.59:0.125;tp@2021-04-25 21:34:47645.54:0.125;stop@2021-04-26 00:34:50337.88:0.250,2021-04-25 14:40|FILL|50438.76|1.000;2021-04-25 20:49|EXIT_TP|48916.22|0.500;2021-04-25 20:49|EXIT_TP|48898.59|0.125;2021-04-25 21:34|EXIT_TP|47645.54|0.125;2021-04-26 00:34|EXIT_STOP|50337.88|0.250
L-2021-05-01 07:59-42,BTCUSDT,LONG,2021-04-30 00:00,2021-05-01 07:59,2021-05-01 08:00,57102.63,57102.63,2021-05-01 15:25,56451.08,58488.17,2037.09,56281.73,2021-05-02 04:04,,2021-05-02 04:04,stop,-0.016059,-16.059,0.000700,0.000483,2021-05-01 16:00:+0.000325;2021-05-02 00:00:+0.000158,-0.01438,0.01704,12.67,2,3604,2021-05-01 11:59,2021-05-01 15:25,stop@2021-05-02 04:04:56281.73:1.000,2021-05-01 15:25|FILL|57102.63|1.000;2021-05-02 04:04|EXIT_STOP|56281.73|1.000
L-2021-05-02 15:59-43,BTCUSDT,LONG,2021-05-03 00:00,2021-05-02 15:59,2021-05-03 00:00,56565.37,56565.37,2021-05-03 00:00,56100.00,57355.00,1255.00,55931.70,2021-05-03 20:39,2021-05-03 01:39,2021-05-03 20:39,stop,0.010885,10.885,0.000550,0.000517,2021-05-03 08:00:+0.000181;2021-05-03 16:00:+0.000337,-0.00010,0.04404,20.67,3,3613,2021-05-02 23:59,2021-05-03 00:00,tp@2021-05-03 01:39:57832.71:0.500;stop@2021-05-03 20:39:56678.50:0.500,2021-05-03 00:00|FILL|56565.37|1.000;2021-05-03 01:39|EXIT_TP|57832.71|0.500;2021-05-03 20:39|EXIT_STOP|56678.50|0.500
S-2021-05-07 11:59-44,BTCUSDT,SHORT,2021-05-07 00:00,2021-05-07 11:59,2021-05-07 12:00,56565.45,56565.45,2021-05-07 12:00,57179.13,55300.00,1879.13,57350.67,2021-05-07 12:39,,2021-05-07 12:39,stop,-0.015082,-15.082,0.000700,0.000000,,-0.01388,0.00522,0.67,1,3640,2021-05-07 11:59,2021-05-07 12:00,stop@2021-05-07 12:39:57350.67:1.000,2021-05-07 12:00|FILL|56565.45|1.000;2021-05-07 12:39|EXIT_STOP|57350.67|1.000
L-2021-05-11 11:59-45,BTCUSDT,LONG,2021-05-12 00:00,2021-05-11 11:59,2021-05-12 00:00,55112.39,55112.39,2021-05-12 16:15,54541.33,56262.61,1721.28,54377.71,2021-05-12 18:19,,2021-05-12 18:19,stop,-0.014531,-14.531,0.000700,0.000000,,-0.01333,0.00435,2.08,8,3671,2021-05-12 15:59,2021-05-12 16:15,stop@2021-05-12 18:19:54377.71:1.000,2021-05-12 16:15|FILL|55112.39|1.000;2021-05-12 18:19|EXIT_STOP|54377.71|1.000
S-2021-05-17 11:59-46,BTCUSDT,SHORT,2021-05-17 00:00,2021-05-17 11:59,2021-05-17 12:00,45466.81,45466.81,2021-05-17 12:00,46655.00,42200.00,4455.00,46794.96,2021-05-18 04:09,2021-05-17 16:49,2021-05-18 04:09,stop,0.030278,30.278,0.000550,-0.000866,2021-05-17 16:00:-0.000593;2021-05-18 00:00:-0.000273,-0.00868,0.07293,16.17,1,3700,2021-05-17 11:59,2021-05-17 12:00,tp@2021-05-17 16:49:42810.50:0.500;stop@2021-05-18 04:09:45375.88:0.500,2021-05-17 12:00|FILL|45466.81|1.000;2021-05-17 16:49|EXIT_TP|42810.50|0.500;2021-05-18 04:09|EXIT_STOP|45375.88|0.500
S-2021-05-19 19:59-47,BTCUSDT,SHORT,2021-05-19 00:00,2021-05-19 19:59,2021-05-19 20:00,37868.11,37868.11,2021-05-19 20:00,40853.00,28688.00,12165.00,40975.56,2021-05-20 12:19,,2021-05-20 12:19,stop,-0.083060,-83.060,0.000700,-0.000200,2021-05-20 00:00:-0.000100;2021-05-20 08:00:-0.000100,-0.08206,0.07886,16.33,1,3714,2021-05-19 19:59,2021-05-19 20:00,stop@2021-05-20 12:19:40975.56:1.000,2021-05-19 20:00|FILL|37868.11|1.000;2021-05-20 12:19|EXIT_STOP|40975.56|1.000
S-2021-05-20 19:59-48,BTCUSDT,SHORT,2021-05-21 00:00,2021-05-20 19:59,2021-05-21 00:00,41304.79,41304.79,2021-05-21 00:30,42460.00,38091.68,4368.32,42587.38,,2021-05-21 14:19;2021-05-21 14:19;2021-05-21 14:29;2021-05-21 21:14,2021-05-25 00:05,v,0.073542,73.542,0.000438,0.000006,2021-05-21 08:00:+0.000010;2021-05-21 16:00:-0.000019;2021-05-22 00:00:+0.000031;2021-05-22 08:00:-0.000013;2021-05-22 16:00:-0.000013;2021-05-23 00:00:+0.000006;2021-05-23 08:00:+0.000001;2021-05-23 16:00:-0.000006;2021-05-24 00:00:+0.000011;2021-05-24 08:00:+0.000012;2021-05-24 16:00:-0.000003;2021-05-25 00:00:-0.000013,-0.02338,0.24714,95.58,2,3721,2021-05-20 23:59,2021-05-21 00:30,tp@2021-05-21 14:19:38739.61:0.500;tp@2021-05-21 14:19:40126.18:0.125;tp@2021-05-21 14:29:37837.69:0.125;tp@2021-05-21 21:14:34138.48:0.125;v@2021-05-25 00:05:38929.77:0.125,2021-05-21 00:30|FILL|41304.79|1.000;2021-05-21 14:19|EXIT_TP|38739.61|0.500;2021-05-21 14:19|EXIT_TP|40126.18|0.125;2021-05-21 14:29|EXIT_TP|37837.69|0.125;2021-05-21 21:14|EXIT_TP|34138.48|0.125;2021-05-25 00:04|V_DETECT|38829.00|0.000;2021-05-25 00:05|EXIT_V|38929.77|0.125
S-2021-05-31 11:59-49,BTCUSDT,SHORT,2021-05-31 00:00,2021-05-31 11:59,2021-05-31 12:00,35473.70,35473.70,2021-05-31 12:00,36022.30,34150.00,1872.30,36130.37,2021-05-31 12:04,,2021-05-31 12:04,stop,-0.019711,-19.711,0.000700,0.000000,,-0.01851,0.00000,0.08,1,3784,2021-05-31 11:59,2021-05-31 12:00,stop@2021-05-31 12:04:36130.37:1.000,2021-05-31 12:00|FILL|35473.70|1.000;2021-05-31 12:04|EXIT_STOP|36130.37|1.000
L-2021-06-02 23:59-50,BTCUSDT,LONG,2021-06-03 00:00,2021-06-02 23:59,2021-06-03 00:00,37444.76,37444.76,2021-06-03 00:00,37066.00,38196.35,1130.35,36954.80,2021-06-04 02:14,2021-06-03 05:14,2021-06-04 02:14,stop,0.013135,13.135,0.000550,0.000150,2021-06-03 08:00:+0.000050;2021-06-03 16:00:+0.000050;2021-06-04 00:00:+0.000050,-0.00787,0.05409,26.25,1,3799,2021-06-02 23:59,2021-06-03 00:00,tp@2021-06-03 05:14:38424.68:0.500;stop@2021-06-04 02:14:37519.65:0.500,2021-06-03 00:00|FILL|37444.76|1.000;2021-06-03 05:14|EXIT_TP|38424.68|0.500;2021-06-04 02:14|EXIT_STOP|37519.65|0.500
L-2021-06-17 07:59-51,BTCUSDT,LONG,2021-06-17 00:00,2021-06-17 07:59,2021-06-17 08:00,38525.85,38525.85,2021-06-17 14:00,38105.00,39400.00,1295.00,37990.68,2021-06-17 17:24,,2021-06-17 17:24,stop,-0.015191,-15.191,0.000700,0.000100,2021-06-17 16:00:+0.000100,-0.01389,0.01620,3.42,2,3886,2021-06-17 11:59,2021-06-17 14:00,stop@2021-06-17 17:24:37990.68:1.000,2021-06-17 14:00|FILL|38525.85|1.000;2021-06-17 17:24|EXIT_STOP|37990.68|1.000
S-2021-06-23 07:59-52,BTCUSDT,SHORT,2021-06-23 00:00,2021-06-23 07:59,2021-06-23 08:00,33648.98,33648.98,2021-06-23 08:00,34380.00,31711.50,2668.50,34483.14,2021-06-23 11:04,,2021-06-23 11:04,stop,-0.025990,-25.990,0.000700,0.000000,,-0.02479,0.00131,3.08,1,3921,2021-06-23 07:59,2021-06-23 08:00,stop@2021-06-23 11:04:34483.14:1.000,2021-06-23 08:00|FILL|33648.98|1.000;2021-06-23 11:04|EXIT_STOP|34483.14|1.000
L-2021-07-04 15:59-53,BTCUSDT,LONG,2021-07-05 00:00,2021-07-04 15:59,2021-07-05 00:00,34956.70,34956.70,2021-07-05 00:00,34602.60,35660.00,1057.40,34498.79,2021-07-05 01:44,,2021-07-05 01:44,stop,-0.014299,-14.299,0.000700,0.000000,,-0.01310,0.00929,1.75,3,3991,2021-07-04 23:59,2021-07-05 00:00,stop@2021-07-05 01:44:34498.79:1.000,2021-07-05 00:00|FILL|34956.70|1.000;2021-07-05 01:44|EXIT_STOP|34498.79|1.000
S-2021-07-16 19:59-54,BTCUSDT,SHORT,2021-07-15 00:00,2021-07-16 19:59,2021-07-16 20:00,31825.07,31825.07,2021-07-16 20:00,32187.00,31059.16,1127.84,32283.56,2021-07-18 01:34,,2021-07-18 01:34,stop,-0.015426,-15.426,0.000700,-0.000180,2021-07-17 00:00:-0.000100;2021-07-17 08:00:+0.000043;2021-07-17 16:00:-0.000024;2021-07-18 00:00:-0.000100,-0.01441,0.02121,29.58,1,4062,2021-07-16 19:59,2021-07-16 20:00,stop@2021-07-18 01:34:32283.56:1.000,2021-07-16 20:00|FILL|31825.07|1.000;2021-07-18 01:34|EXIT_STOP|32283.56|1.000
S-2021-07-22 19:59-55,BTCUSDT,SHORT,2021-07-23 00:00,2021-07-22 19:59,2021-07-23 00:00,32284.91,32284.91,2021-07-23 00:00,32583.48,31730.00,853.48,32681.23,2021-07-23 01:39,,2021-07-23 01:39,stop,-0.013476,-13.476,0.000700,0.000000,,-0.01228,0.00318,1.67,2,4099,2021-07-22 23:59,2021-07-23 00:00,stop@2021-07-23 01:39:32681.23:1.000,2021-07-23 00:00|FILL|32284.91|1.000;2021-07-23 01:39|EXIT_STOP|32681.23|1.000
L-2021-08-02 03:59-56,BTCUSDT,LONG,2021-08-02 00:00,2021-08-02 03:59,2021-08-02 04:00,39980.33,39980.33,2021-08-02 04:00,39350.40,41512.87,2162.47,39232.35,2021-08-02 12:14,,2021-08-02 12:14,stop,-0.020009,-20.009,0.000700,0.000100,2021-08-02 08:00:+0.000100,-0.01871,0.01175,8.25,1,4160,2021-08-02 03:59,2021-08-02 04:00,stop@2021-08-02 12:14:39232.35:1.000,2021-08-02 04:00|FILL|39980.33|1.000;2021-08-02 12:14|EXIT_STOP|39232.35|1.000
L-2021-08-22 11:59-57,BTCUSDT,LONG,2021-08-21 00:00,2021-08-22 11:59,2021-08-22 12:00,48971.41,48971.41,2021-08-22 12:10,48616.41,49500.00,883.59,48470.56,2021-08-22 14:39,,2021-08-22 14:39,stop,-0.011427,-11.427,0.000700,0.000000,,-0.01023,0.00236,2.50,1,4282,2021-08-22 11:59,2021-08-22 12:10,stop@2021-08-22 14:39:48470.56:1.000,2021-08-22 12:10|FILL|48971.41|1.000;2021-08-22 14:39|EXIT_STOP|48470.56|1.000
L-2021-09-03 19:59-58,BTCUSDT,LONG,2021-09-03 00:00,2021-09-03 19:59,2021-09-03 20:00,49881.51,49881.51,2021-09-03 22:10,49306.44,51111.00,1804.56,49158.52,2021-09-07 14:29,2021-09-05 20:54;2021-09-05 20:54;2021-09-05 20:54;2021-09-06 11:19,2021-09-07 14:29,stop,0.025852,25.852,0.000438,0.001179,2021-09-04 00:00:+0.000439;2021-09-04 08:00:+0.000118;2021-09-04 16:00:+0.000192;2021-09-05 00:00:+0.000100;2021-09-05 08:00:+0.000100;2021-09-05 16:00:+0.000100;2021-09-06 00:00:+0.000067;2021-09-06 08:00:+0.000025;2021-09-06 16:00:+0.000013;2021-09-07 00:00:+0.000013;2021-09-07 08:00:+0.000013,-0.01046,0.06152,88.33,1,4356,2021-09-03 19:59,2021-09-03 22:10,tp@2021-09-05 20:54:51327.50:0.500;tp@2021-09-05 20:54:51120.50:0.125;tp@2021-09-05 20:54:51503.00:0.125;tp@2021-09-06 11:19:52123.50:0.125;stop@2021-09-07 14:29:49981.28:0.125,2021-09-03 22:10|FILL|49881.51|1.000;2021-09-05 20:54|EXIT_TP|51327.50|0.500;2021-09-05 20:54|EXIT_TP|51120.50|0.125;2021-09-05 20:54|EXIT_TP|51503.00|0.125;2021-09-06 11:19|EXIT_TP|52123.50|0.125;2021-09-07 14:29|EXIT_STOP|49981.28|0.125
S-2021-09-22 03:59-59,BTCUSDT,SHORT,2021-09-22 00:00,2021-09-22 03:59,2021-09-22 04:00,42256.12,42256.12,2021-09-22 06:30,43272.81,39503.58,3769.23,43402.63,2021-09-22 16:14,,2021-09-22 16:14,stop,-0.028132,-28.132,0.000700,-0.000200,2021-09-22 08:00:-0.000100;2021-09-22 16:00:-0.000100,-0.02713,0.00989,9.75,1,4466,2021-09-22 03:59,2021-09-22 06:30,stop@2021-09-22 16:14:43402.63:1.000,2021-09-22 06:30|FILL|42256.12|1.000;2021-09-22 16:14|EXIT_STOP|43402.63|1.000
L-2021-09-25 15:59-60,BTCUSDT,LONG,2021-09-26 00:00,2021-09-25 15:59,2021-09-26 00:00,42067.54,42067.54,2021-09-26 02:10,41630.26,42950.00,1319.74,41505.37,2021-09-26 07:39,,2021-09-26 07:39,stop,-0.014564,-14.564,0.000700,0.000000,,-0.01336,0.00761,5.50,3,4489,2021-09-25 23:59,2021-09-26 02:10,stop@2021-09-26 07:39:41505.37:1.000,2021-09-26 02:10|FILL|42067.54|1.000;2021-09-26 07:39|EXIT_STOP|41505.37|1.000
L-2021-10-07 19:59-61,BTCUSDT,LONG,2021-10-05 00:00,2021-10-07 19:59,2021-10-07 20:00,53860.62,53860.62,2021-10-07 22:20,53374.34,54752.23,1377.89,53214.22,2021-10-08 20:54,2021-10-08 08:14;2021-10-08 08:14,2021-10-08 20:54,stop,0.012837,12.837,0.000513,0.000618,2021-10-08 00:00:+0.000334;2021-10-08 08:00:+0.000234;2021-10-08 16:00:+0.000050,-0.00396,0.04360,22.58,1,4560,2021-10-07 19:59,2021-10-07 22:20,tp@2021-10-08 08:14:55153.43:0.500;tp@2021-10-08 08:14:54465.14:0.125;stop@2021-10-08 20:54:53968.34:0.375,2021-10-07 22:20|FILL|53860.62|1.000;2021-10-08 08:14|EXIT_TP|55153.43|0.500;2021-10-08 08:14|EXIT_TP|54465.14|0.125;2021-10-08 20:54|EXIT_STOP|53968.34|0.375
L-2021-10-08 15:59-62,BTCUSDT,LONG,2021-10-09 00:00,2021-10-08 15:59,2021-10-09 00:00,54414.55,54414.55,2021-10-09 00:00,53647.30,56208.73,2561.43,53486.36,2021-10-10 21:19,2021-10-10 20:29,2021-10-10 21:19,stop,0.016592,16.592,0.000550,0.000666,2021-10-09 08:00:+0.000100;2021-10-09 16:00:+0.000157;2021-10-10 00:00:+0.000100;2021-10-10 08:00:+0.000209;2021-10-10 16:00:+0.000100,-0.01393,0.04364,45.33,3,4567,2021-10-08 23:59,2021-10-09 00:00,tp@2021-10-10 20:29:56270.94:0.500;stop@2021-10-10 21:19:54523.38:0.500,2021-10-09 00:00|FILL|54414.55|1.000;2021-10-10 20:29|EXIT_TP|56270.94|0.500;2021-10-10 21:19|EXIT_STOP|54523.38|0.500
L-2021-10-18 07:59-63,BTCUSDT,LONG,2021-10-18 00:00,2021-10-18 07:59,2021-10-18 08:00,59961.55,59961.55,2021-10-18 13:05,58850.00,62800.00,3950.00,58673.45,2021-10-22 16:19,2021-10-19 03:14;2021-10-19 19:59;2021-10-20 13:44;2021-10-20 13:49,2021-10-22 16:19,stop,0.053407,53.407,0.000438,0.000828,2021-10-18 16:00:+0.000100;2021-10-19 00:00:+0.000100;2021-10-19 08:00:+0.000075;2021-10-19 16:00:+0.000050;2021-10-20 00:00:+0.000038;2021-10-20 08:00:+0.000038;2021-10-20 16:00:+0.000079;2021-10-21 00:00:+0.000086;2021-10-21 08:00:+0.000071;2021-10-21 16:00:+0.000078;2021-10-22 00:00:+0.000042;2021-10-22 08:00:+0.000031;2021-10-22 16:00:+0.000042,-0.00107,0.11988,99.25,2,4624,2021-10-18 11:59,2021-10-18 13:05,tp@2021-10-19 03:14:62537.74:0.500;tp@2021-10-19 19:59:64254.88:0.125;tp@2021-10-20 13:44:65069.74:0.125;tp@2021-10-20 13:49:66391.63:0.125;stop@2021-10-22 16:19:60081.47:0.125,2021-10-18 13:05|FILL|59961.55|1.000;2021-10-19 03:14|EXIT_TP|62537.74|0.500;2021-10-19 19:59|EXIT_TP|64254.88|0.125;2021-10-20 13:44|EXIT_TP|65069.74|0.125;2021-10-20 13:49|EXIT_TP|66391.63|0.125;2021-10-22 16:19|EXIT_STOP|60081.47|0.125
L-2021-10-29 23:59-64,BTCUSDT,LONG,2021-10-30 00:00,2021-10-29 23:59,2021-10-30 00:00,61485.05,61485.05,2021-10-30 05:00,60754.84,63069.71,2314.87,60572.58,2021-10-31 08:49,,2021-10-31 08:49,stop,-0.017337,-17.337,0.000700,0.001297,2021-10-30 08:00:+0.000385;2021-10-30 16:00:+0.000232;2021-10-31 00:00:+0.000191;2021-10-31 08:00:+0.000489,-0.01484,0.01591,27.83,2,4694,2021-10-30 03:59,2021-10-30 05:00,stop@2021-10-31 08:49:60572.58:1.000,2021-10-30 05:00|FILL|61485.05|1.000;2021-10-31 08:49|EXIT_STOP|60572.58|1.000
L-2021-11-11 07:59-65,BTCUSDT,LONG,2021-11-12 00:00,2021-11-11 07:59,2021-11-12 00:00,63300.32,63300.32,2021-11-12 13:20,62400.51,65411.00,3010.49,62213.31,,,2021-11-12 16:10,v,-0.001486,-1.486,0.000700,0.000369,2021-11-12 16:00:+0.000369,-0.00768,0.01421,2.83,8,4774,2021-11-12 11:59,2021-11-12 13:20,v@2021-11-12 16:10:63273.90:1.000,2021-11-12 13:20|FILL|63300.32|1.000;2021-11-12 16:09|V_DETECT|62822.90|0.000;2021-11-12 16:10|EXIT_V|63273.90|1.000
S-2021-11-19 07:59-66,BTCUSDT,SHORT,2021-11-19 00:00,2021-11-19 07:59,2021-11-19 08:00,57632.59,57632.59,2021-11-19 13:35,58486.21,55604.00,2882.21,58661.67,2021-11-20 01:24,,2021-11-20 01:24,stop,-0.018856,-18.856,0.000700,-0.000200,2021-11-19 16:00:-0.000100;2021-11-20 00:00:-0.000100,-0.01786,0.00392,11.83,2,4816,2021-11-19 11:59,2021-11-19 13:35,stop@2021-11-20 01:24:58661.67:1.000,2021-11-19 13:35|FILL|57632.59|1.000;2021-11-20 01:24|EXIT_STOP|58661.67|1.000
S-2021-11-29 03:59-67,BTCUSDT,SHORT,2021-11-29 00:00,2021-11-29 03:59,2021-11-29 04:00,56635.88,56635.88,2021-11-29 04:00,57474.76,54642.30,2832.46,57647.18,2021-11-29 04:09,,2021-11-29 04:09,stop,-0.019056,-19.056,0.000700,0.000000,,-0.01786,0.00000,0.17,1,4874,2021-11-29 03:59,2021-11-29 04:00,stop@2021-11-29 04:09:57647.18:1.000,2021-11-29 04:00|FILL|56635.88|1.000;2021-11-29 04:09|EXIT_STOP|57647.18|1.000
S-2021-12-06 11:59-68,BTCUSDT,SHORT,2021-12-06 00:00,2021-12-06 11:59,2021-12-06 12:00,48915.22,48915.22,2021-12-06 15:30,49699.49,47000.00,2699.49,49848.59,2021-12-06 21:49,,2021-12-06 21:49,stop,-0.020181,-20.181,0.000700,-0.000100,2021-12-06 16:00:-0.000100,-0.01908,0.00828,6.33,1,4918,2021-12-06 11:59,2021-12-06 15:30,stop@2021-12-06 21:49:49848.59:1.000,2021-12-06 15:30|FILL|48915.22|1.000;2021-12-06 21:49|EXIT_STOP|49848.59|1.000
