signal_id,symbol,side,D_arm_time,R_confirm_time,order_create_time,expected_entry,actual_entry,actual_entry_time,ENTRY_R_LOW,ENTRY_R_HIGH,ENTRY_R_SIZE,structural_stop,stop_time,partial_exit_times,final_exit_time,exit_reason,r_net,pm_margin_pct,fee,funding,funding_events,mae,mfe,hold_h,age_bars,atr_idx,atr_end_time,decision_time,fills,event_sequence
S-2024-12-31 15:59-120,BTCUSDT,SHORT,2024-12-31 00:00,2024-12-31 15:59,2024-12-31 16:00,93998.09,93998.09,2024-12-31 16:00,94738.40,92800.00,1938.40,95022.62,2024-12-31 16:04,,2024-12-31 16:04,stop,-0.012099,-12.099,0.000700,0.000000,,-0.01090,0.00000,0.08,1,11645,2024-12-31 15:59,2024-12-31 16:00,stop@2024-12-31 16:04:95022.62:1.000,2024-12-31 16:00|FILL|93998.09|1.000;2024-12-31 16:04|EXIT_STOP|95022.62|1.000
L-2025-01-31 23:59-121,BTCUSDT,LONG,2025-02-01 00:00,2025-01-31 23:59,2025-02-01 00:00,103219.87,103219.87,2025-02-01 00:00,102100.00,105537.00,3437.00,101793.70,2025-02-01 08:54,,2025-02-01 08:54,stop,-0.015070,-15.070,0.000700,0.000054,2025-02-01 08:00:+0.000054,-0.01382,0.00000,8.92,1,11833,2025-01-31 23:59,2025-02-01 00:00,stop@2025-02-01 08:54:101793.70:1.000,2025-02-01 00:00|FILL|103219.87|1.000;2025-02-01 08:54|EXIT_STOP|101793.70|1.000
S-2025-02-12 23:59-122,BTCUSDT,SHORT,2025-02-13 00:00,2025-02-12 23:59,2025-02-13 00:00,96789.02,96789.02,2025-02-13 00:00,97700.00,95074.00,2626.00,97993.10,2025-02-13 01:49,,2025-02-13 01:49,stop,-0.013640,-13.640,0.000700,0.000000,,-0.01244,0.00000,1.83,1,11905,2025-02-12 23:59,2025-02-13 00:00,stop@2025-02-13 01:49:97993.10:1.000,2025-02-13 00:00|FILL|96789.02|1.000;2025-02-13 01:49|EXIT_STOP|97993.10|1.000
S-2025-03-01 15:59-123,BTCUSDT,SHORT,2025-03-01 00:00,2025-03-01 15:59,2025-03-01 16:00,85731.90,85731.90,2025-03-01 21:45,86516.50,84285.00,2231.50,86776.05,2025-03-02 15:29,,2025-03-02 15:29,stop,-0.013418,-13.418,0.000700,0.000039,2025-03-02 00:00:+0.000011;2025-03-02 08:00:+0.000028,-0.01218,0.00836,17.75,2,12006,2025-03-01 19:59,2025-03-01 21:45,stop@2025-03-02 15:29:86776.05:1.000,2025-03-01 21:45|FILL|85731.90|1.000;2025-03-02 15:29|EXIT_STOP|86776.05|1.000
S-2025-03-05 23:59-124,BTCUSDT,SHORT,2025-03-06 00:00,2025-03-05 23:59,2025-03-06 00:00,89838.75,89838.75,2025-03-06 00:00,90897.10,87558.00,3339.10,91169.79,2025-03-06 01:49,,2025-03-06 01:49,stop,-0.016016,-16.016,0.000700,0.000000,,-0.01482,0.00000,1.83,1,12031,2025-03-05 23:59,2025-03-06 00:00,stop@2025-03-06 01:49:91169.79:1.000,2025-03-06 00:00|FILL|89838.75|1.000;2025-03-06 01:49|EXIT_STOP|91169.79|1.000
S-2025-03-11 23:59-125,BTCUSDT,SHORT,2025-03-12 00:00,2025-03-11 23:59,2025-03-12 00:00,82643.32,82643.32,2025-03-12 00:00,83600.00,80600.00,3000.00,83850.80,2025-03-12 12:34,,2025-03-12 12:34,stop,-0.015753,-15.753,0.000700,-0.000058,2025-03-12 08:00:-0.000058,-0.01461,0.01686,12.58,1,12067,2025-03-11 23:59,2025-03-12 00:00,stop@2025-03-12 12:34:83850.80:1.000,2025-03-12 00:00|FILL|82643.32|1.000;2025-03-12 12:34|EXIT_STOP|83850.80|1.000
L-2025-04-02 23:59-126,BTCUSDT,LONG,2025-04-03 00:00,2025-04-02 23:59,2025-04-03 00:00,85642.17,85642.17,2025-04-03 00:00,84424.10,88500.00,4075.90,84170.83,2025-04-03 00:04,,2025-04-03 00:04,stop,-0.018380,-18.380,0.000700,0.000000,,-0.01718,0.00000,0.08,1,12199,2025-04-02 23:59,2025-04-03 00:00,stop@2025-04-03 00:04:84170.83:1.000,2025-04-03 00:00|FILL|85642.17|1.000;2025-04-03 00:04|EXIT_STOP|84170.83|1.000
S-2025-04-09 11:59-127,BTCUSDT,SHORT,2025-04-09 00:00,2025-04-09 11:59,2025-04-09 12:00,76977.69,76977.69,2025-04-09 12:55,77906.60,74952.00,2954.60,78140.32,2025-04-09 14:04,,2025-04-09 14:04,stop,-0.016304,-16.304,0.000700,0.000000,,-0.01510,0.00405,1.17,1,12238,2025-04-09 11:59,2025-04-09 12:55,stop@2025-04-09 14:04:78140.32:1.000,2025-04-09 12:55|FILL|76977.69|1.000;2025-04-09 14:04|EXIT_STOP|78140.32|1.000
L-2025-04-12 23:59-128,BTCUSDT,LONG,2025-04-12 00:00,2025-04-12 23:59,2025-04-13 00:00,84263.21,84263.21,2025-04-13 08:10,83432.60,85884.20,2451.60,83182.30,2025-04-13 19:44,,2025-04-13 19:44,stop,-0.014124,-14.124,0.000700,0.000096,2025-04-13 16:00:+0.000096,-0.01283,0.00874,11.58,3,12261,2025-04-13 07:59,2025-04-13 08:10,stop@2025-04-13 19:44:83182.30:1.000,2025-04-13 08:10|FILL|84263.21|1.000;2025-04-13 19:44|EXIT_STOP|83182.30|1.000
L-2025-06-10 03:59-129,BTCUSDT,LONG,2025-06-10 00:00,2025-06-10 03:59,2025-06-10 04:00,108617.57,108617.57,2025-06-10 14:30,107563.40,110653.60,3090.20,107240.71,2025-06-12 10:29,,2025-06-12 10:29,stop,-0.014271,-14.271,0.000700,0.000395,2025-06-10 16:00:+0.000082;2025-06-11 00:00:+0.000088;2025-06-11 08:00:+0.000084;2025-06-11 16:00:+0.000050;2025-06-12 00:00:+0.000019;2025-06-12 08:00:+0.000072,-0.01268,0.01611,44.00,3,12610,2025-06-10 11:59,2025-06-10 14:30,stop@2025-06-12 10:29:107240.71:1.000,2025-06-10 14:30|FILL|108617.57|1.000;2025-06-12 10:29|EXIT_STOP|107240.71|1.000
L-2025-08-12 23:59-130,BTCUSDT,LONG,2025-08-12 00:00,2025-08-12 23:59,2025-08-13 00:00,119071.25,119071.25,2025-08-13 02:15,118234.80,120270.00,2035.20,117880.10,,2025-08-13 13:54;2025-08-13 13:54;2025-08-13 13:54;2025-08-13 13:54,2025-08-13 22:44,tp,0.020162,20.162,0.000400,0.000113,2025-08-13 08:00:+0.000100;2025-08-13 16:00:+0.000013,-0.00203,0.03659,20.50,1,12991,2025-08-12 23:59,2025-08-13 02:15,tp@2025-08-13 13:54:121453.57:0.500;tp@2025-08-13 13:54:120283.63:0.125;tp@2025-08-13 13:54:120883.13:0.125;tp@2025-08-13 13:54:121855.65:0.125;tp@2025-08-13 22:44:123427.68:0.125,2025-08-13 02:15|FILL|119071.25|1.000;2025-08-13 13:54|EXIT_TP|121453.57|0.500;2025-08-13 13:54|EXIT_TP|120283.63|0.125;2025-08-13 13:54|EXIT_TP|120883.13|0.125;2025-08-13 13:54|EXIT_TP|121855.65|0.125;2025-08-13 22:44|EXIT_TP|123427.68|0.125
S-2025-10-30 23:59-131,BTCUSDT,SHORT,2025-10-31 00:00,2025-10-30 23:59,2025-10-31 00:00,108575.03,108575.03,2025-10-31 00:10,109736.30,106200.00,3536.30,110065.51,2025-10-31 04:44,,2025-10-31 04:44,stop,-0.014928,-14.928,0.000700,0.000000,,-0.01373,0.00195,4.58,1,13465,2025-10-30 23:59,2025-10-31 00:10,stop@2025-10-31 04:44:110065.51:1.000,2025-10-31 00:10|FILL|108575.03|1.000;2025-10-31 04:44|EXIT_STOP|110065.51|1.000
S-2025-11-14 23:59-132,BTCUSDT,SHORT,2025-11-14 00:00,2025-11-14 23:59,2025-11-15 00:00,96280.16,96280.16,2025-11-15 02:55,97377.60,93955.00,3422.60,97669.73,,2025-11-16 21:44;2025-11-16 21:44;2025-11-17 19:49,2025-11-25 00:00,dexit,0.043960,43.960,0.000475,-0.000735,2025-11-15 08:00:-0.000100;2025-11-15 16:00:-0.000059;2025-11-16 00:00:-0.000077;2025-11-16 08:00:-0.000100;2025-11-16 16:00:-0.000071;2025-11-17 00:00:-0.000038;2025-11-17 08:00:-0.000036;2025-11-17 16:00:-0.000027;2025-11-18 00:00:-0.000025;2025-11-18 08:00:-0.000025;2025-11-18 16:00:-0.000009;2025-11-19 00:00:-0.000019;2025-11-19 08:00:-0.000013;2025-11-19 16:00:-0.000010;2025-11-20 00:00:-0.000011;2025-11-20 08:00:-0.000025;2025-11-20 16:00:-0.000022;2025-11-21 00:00:-0.000011;2025-11-21 08:00:-0.000011;2025-11-21 16:00:-0.000007;2025-11-22 00:00:-0.000003;2025-11-22 08:00:-0.000017;2025-11-22 16:00:-0.000013;2025-11-23 00:00:-0.000010;2025-11-23 08:00:-0.000000;2025-11-23 16:00:+0.000002;2025-11-24 00:00:+0.000000;2025-11-24 08:00:+0.000000;2025-11-24 16:00:-0.000013;2025-11-25 00:00:+0.000013,-0.00540,0.16286,237.08,1,13555,2025-11-14 23:59,2025-11-15 02:55,tp@2025-11-16 21:44:93501.00:0.500;tp@2025-11-16 21:44:94434.61:0.125;tp@2025-11-17 19:49:91648.47:0.125;dexit@2025-11-25 00:00:88247.10:0.250,2025-11-15 02:55|FILL|96280.16|1.000;2025-11-16 21:44|EXIT_TP|93501.00|0.500;2025-11-16 21:44|EXIT_TP|94434.61|0.125;2025-11-17 19:49|EXIT_TP|91648.47|0.125;2025-11-25 00:00|EXIT_DEXIT|88247.10|0.250
L-2025-12-03 11:59-133,BTCUSDT,LONG,2025-12-03 00:00,2025-12-03 11:59,2025-12-03 12:00,91932.56,91932.56,2025-12-03 14:00,90954.80,93932.70,2977.90,90681.94,2025-12-05 13:29,,2025-12-05 13:29,stop,-0.015002,-15.002,0.000700,0.000199,2025-12-03 16:00:-0.000009;2025-12-04 00:00:-0.000004;2025-12-04 08:00:+0.000074;2025-12-04 16:00:+0.000039;2025-12-05 00:00:+0.000048;2025-12-05 08:00:+0.000049,-0.01360,0.02450,47.50,1,13666,2025-12-03 11:59,2025-12-03 14:00,stop@2025-12-05 13:29:90681.94:1.000,2025-12-03 14:00|FILL|91932.56|1.000;2025-12-05 13:29|EXIT_STOP|90681.94|1.000
L-2026-01-08 11:59-134,BTCUSDT,LONG,2026-01-08 00:00,2026-01-08 11:59,2026-01-08 12:00,90228.38,90228.38,2026-01-08 12:00,89588.10,91157.60,1569.50,89319.34,2026-01-08 14:29,,2026-01-08 14:29,stop,-0.011275,-11.275,0.000700,0.000000,,-0.01007,0.00000,2.50,1,13882,2026-01-08 11:59,2026-01-08 12:00,stop@2026-01-08 14:29:89319.34:1.000,2026-01-08 12:00|FILL|90228.38|1.000;2026-01-08 14:29|EXIT_STOP|89319.34|1.000
S-2026-02-03 03:59-135,BTCUSDT,SHORT,2026-02-03 00:00,2026-02-03 03:59,2026-02-03 04:00,78650.62,78650.62,2026-02-03 04:00,79311.00,77515.60,1795.40,79548.93,,2026-02-03 16:24;2026-02-03 18:49;2026-02-04 17:44;2026-02-05 11:24,2026-02-05 17:24,tp,0.062572,62.572,0.000400,-0.000066,2026-02-03 08:00:-0.000022;2026-02-03 16:00:+0.000005;2026-02-04 00:00:-0.000000;2026-02-04 08:00:-0.000013;2026-02-04 16:00:-0.000017;2026-02-05 00:00:-0.000023;2026-02-05 08:00:-0.000001;2026-02-05 16:00:+0.000006,-0.00507,0.15459,61.42,1,14036,2026-02-03 03:59,2026-02-03 04:00,tp@2026-02-03 16:24:76854.01:0.500;tp@2026-02-03 18:49:73524.60:0.125;tp@2026-02-04 17:44:72183.60:0.125;tp@2026-02-05 11:24:70008.20:0.125;tp@2026-02-05 17:24:66491.80:0.125,2026-02-03 04:00|FILL|78650.62|1.000;2026-02-03 16:24|EXIT_TP|76854.01|0.500;2026-02-03 18:49|EXIT_TP|73524.60|0.125;2026-02-04 17:44|EXIT_TP|72183.60|0.125;2026-02-05 11:24|EXIT_TP|70008.20|0.125;2026-02-05 17:24|EXIT_TP|66491.80|0.125
S-2026-02-06 07:59-136,BTCUSDT,SHORT,2026-02-06 00:00,2026-02-06 07:59,2026-02-06 08:00,64319.96,64319.96,2026-02-06 08:00,65969.50,59800.00,6169.50,66167.41,2026-02-06 10:24,,2026-02-06 10:24,stop,-0.029923,-29.923,0.000700,0.000000,,-0.02872,0.00000,2.42,1,14055,2026-02-06 07:59,2026-02-06 08:00,stop@2026-02-06 10:24:66167.41:1.000,2026-02-06 08:00|FILL|64319.96|1.000;2026-02-06 10:24|EXIT_STOP|66167.41|1.000
S-2026-02-07 15:59-137,BTCUSDT,SHORT,2026-02-08 00:00,2026-02-07 15:59,2026-02-08 00:00,70500.87,70500.87,2026-02-08 08:30,71690.00,67550.20,4139.80,71905.07,2026-02-08 23:09,,2026-02-08 23:09,stop,-0.021166,-21.166,0.000700,0.000049,2026-02-08 16:00:+0.000049,-0.01992,0.00939,14.67,5,14067,2026-02-08 07:59,2026-02-08 08:30,stop@2026-02-08 23:09:71905.07:1.000,2026-02-08 08:30|FILL|70500.87|1.000;2026-02-08 23:09|EXIT_STOP|71905.07|1.000
S-2026-02-24 11:59-138,BTCUSDT,SHORT,2026-02-24 00:00,2026-02-24 11:59,2026-02-24 12:00,64238.01,64238.01,2026-02-24 16:00,64980.00,62655.00,2325.00,65174.94,2026-02-25 01:14,,2026-02-25 01:14,stop,-0.015762,-15.762,0.000700,-0.000024,2026-02-25 00:00:-0.000024,-0.01459,0.00892,9.25,2,14165,2026-02-24 15:59,2026-02-24 16:00,stop@2026-02-25 01:14:65174.94:1.000,2026-02-24 16:00|FILL|64238.01|1.000;2026-02-25 01:14|EXIT_STOP|65174.94|1.000
S-2026-06-25 11:59-139,BTCUSDT,SHORT,2026-06-25 00:00,2026-06-25 11:59,2026-06-25 12:00,61468.91,61468.91,2026-06-25 12:30,61931.10,60756.40,1174.70,62116.89,2026-07-02 09:54,2026-06-25 13:44;2026-06-25 13:44;2026-06-25 13:44;2026-06-25 13:54,2026-07-02 09:54,stop,0.018145,18.145,0.000438,-0.000135,2026-06-25 16:00:-0.000002;2026-06-26 00:00:-0.000007;2026-06-26 08:00:-0.000007;2026-06-26 16:00:-0.000009;2026-06-27 00:00:-0.000007;2026-06-27 08:00:-0.000005;2026-06-27 16:00:-0.000005;2026-06-28 00:00:-0.000005;2026-06-28 08:00:-0.000002;2026-06-28 16:00:-0.000006;2026-06-29 00:00:-0.000004;2026-06-29 08:00:-0.000009;2026-06-29 16:00:-0.000011;2026-06-30 00:00:-0.000008;2026-06-30 08:00:-0.000010;2026-06-30 16:00:-0.000004;2026-07-01 00:00:-0.000007;2026-07-01 08:00:-0.000002;2026-07-01 16:00:-0.000009;2026-07-02 00:00:-0.000010;2026-07-02 08:00:-0.000007,-0.00446,0.06036,165.42,1,14890,2026-06-25 11:59,2026-06-25 12:30,tp@2026-06-25 13:44:60172.94:0.500;tp@2026-06-25 13:44:61087.33:0.125;tp@2026-06-25 13:44:60354.40:0.125;tp@2026-06-25 13:54:59169.66:0.125;stop@2026-07-02 09:54:61345.97:0.125,2026-06-25 12:30|FILL|61468.91|1.000;2026-06-25 13:44|EXIT_TP|60172.94|0.500;2026-06-25 13:44|EXIT_TP|61087.33|0.125;2026-06-25 13:44|EXIT_TP|60354.40|0.125;2026-06-25 13:54|EXIT_TP|59169.66|0.125;2026-07-02 09:54|EXIT_STOP|61345.97|0.125
L-2026-08-21 23:59-140,BTCUSDT,LONG,2026-08-22 00:00,2026-08-21 23:59,2026-08-22 00:00,77060.27,77060.27,2026-08-22 05:10,76237.00,78748.80,2511.80,76008.29,2026-08-23 05:14,,2026-08-23 05:14,stop,-0.015151,-15.151,0.000700,0.000300,2026-08-22 08:00:+0.000100;2026-08-22 16:00:+0.000100;2026-08-23 00:00:+0.000100,-0.01365,0.01012,24.08,2,15236,2026-08-22 03:59,2026-08-22 05:10,stop@2026-08-23 05:14:76008.29:1.000,2026-08-22 05:10|FILL|77060.27|1.000;2026-08-23 05:14|EXIT_STOP|76008.29|1.000
L-2026-08-25 03:59-141,BTCUSDT,LONG,2026-08-25 00:00,2026-08-25 03:59,2026-08-25 04:00,79322.33,79322.33,2026-08-25 07:50,78410.00,81270.50,2860.50,78174.77,2026-08-25 13:54,,2026-08-25 13:54,stop,-0.015767,-15.767,0.000700,0.000100,2026-08-25 08:00:+0.000100,-0.01447,0.01151,6.08,1,15254,2026-08-25 03:59,2026-08-25 07:50,stop@2026-08-25 13:54:78174.77:1.000,2026-08-25 07:50|FILL|79322.33|1.000;2026-08-25 13:54|EXIT_STOP|78174.77|1.000
