signal_id,side,D_arm_time,R_confirm_time,order_create_time,expected_entry,actual_entry,entry_time,ENTRY_R_LOW,ENTRY_R_HIGH,ENTRY_R_SIZE,structural_stop,stop_dist_pct,exit_time,exit_reason,r_net,pm_30x10,ret_risk1pct,lev_risk1pct,fee,funding,mae,mfe,mfe_R,hold_h,age_bars,atr_idx,atr_end_time,decision_time,fills
L-2023-06-23 23:59-61,LONG,2023-06-24 00:00,2023-06-23 23:59,2023-06-24 00:00,30355.19,30355.19,2023-06-24 15:30,29901.10,31440.50,1539.40,29811.40,1.7914,2023-06-28 19:34,stop,-0.020353,-20.353,-0.01136,0.558,0.000700,0.001239,-0.01791,0.02299,1.284,100.08,4,8308,2023-06-24 11:59,2023-06-24 15:30,stop@2023-06-28 19:34:29811.40:1.000
L-2023-10-20 19:59-62,LONG,2023-10-21 00:00,2023-10-20 19:59,2023-10-21 00:00,29464.33,29464.33,2023-10-21 02:35,29214.40,29900.00,685.60,29126.76,1.1457,2024-01-12 22:05,v,0.214806,214.806,0.18749,0.873,0.000550,0.017820,-0.00071,0.66396,57.952,2011.50,2,9019,2023-10-20 23:59,2023-10-21 02:35,tp@2023-10-21 17:49:30139.48:0.500;v@2024-01-12 22:05:42529.90:0.500
L-2024-03-03 23:59-63,LONG,2024-03-02 00:00,2024-03-03 23:59,2024-03-04 00:00,62413.37,62413.37,2024-03-04 00:45,61885.60,63330.90,1445.30,61699.94,1.1431,2024-03-05 19:39,stop,0.039843,39.843,0.03486,0.875,0.000438,0.000913,-0.00183,0.11114,9.723,42.92,1,9829,2024-03-03 23:59,2024-03-04 00:45,tp@2024-03-04 01:29:63840.23:0.500;tp@2024-03-04 14:39:65912.39:0.125;tp@2024-03-04 17:24:67091.26:0.125;tp@2024-03-05 15:04:69003.65:0.125;stop@2024-03-05 19:39:62538.20:0.125
L-2024-03-10 11:59-64,LONG,2024-03-09 00:00,2024-03-10 11:59,2024-03-10 12:00,68878.52,68878.52,2024-03-10 14:40,68262.50,69999.80,1737.30,68057.71,1.1917,2024-03-11 00:54,stop,-0.014016,-14.016,-0.01176,0.839,0.000700,0.000900,-0.01192,0.01404,1.179,10.25,1,9868,2024-03-10 11:59,2024-03-10 14:40,stop@2024-03-11 00:54:68057.71:1.000
L-2024-04-07 23:59-65,LONG,2024-04-07 00:00,2024-04-07 23:59,2024-04-08 00:00,69446.25,69446.25,2024-04-08 00:00,68881.30,70395.00,1513.70,68674.66,1.1111,2024-04-09 08:09,stop,0.015874,15.874,0.01429,0.900,0.000513,0.000388,-0.00584,0.04959,4.464,32.17,1,10039,2024-04-07 23:59,2024-04-08 00:00,tp@2024-04-08 08:04:70989.43:0.500;tp@2024-04-08 08:54:72280.32:0.125;stop@2024-04-09 08:09:69585.14:0.375
L-2024-04-13 23:59-66,LONG,2024-04-14 00:00,2024-04-13 23:59,2024-04-14 00:00,64724.23,64724.23,2024-04-14 00:00,63530.00,67770.00,4240.00,63339.41,2.1396,2024-04-14 00:05,v,-0.008909,-8.909,-0.00416,0.467,0.000700,0.000000,-0.01484,0.00000,0.000,0.08,1,10075,2024-04-13 23:59,2024-04-14 00:00,v@2024-04-14 00:05:64192.90:1.000
L-2024-05-16 03:59-67,LONG,2024-05-16 00:00,2024-05-16 03:59,2024-05-16 04:00,65340.08,65340.08,2024-05-16 15:00,64681.50,66644.00,1962.50,64487.46,1.3049,2024-05-20 19:24,tp,0.027770,27.770,0.02128,0.766,0.000400,0.000150,-0.01183,0.05270,4.038,100.42,3,10270,2024-05-16 11:59,2024-05-16 15:00,tp@2024-05-17 15:19:67045.34:0.500;tp@2024-05-17 15:19:66275.68:0.125;tp@2024-05-17 15:19:66753.84:0.125;tp@2024-05-19 10:34:67529.52:0.125;tp@2024-05-20 19:24:68783.36:0.125
L-2024-08-28 19:59-68,LONG,2024-08-29 00:00,2024-08-28 19:59,2024-08-29 00:00,58984.94,58984.94,2024-08-29 00:00,58400.00,60131.00,1731.00,58224.80,1.2887,2024-08-29 18:49,stop,0.013101,13.101,0.01017,0.776,0.000550,-0.000014,-0.00256,0.03662,2.842,18.83,2,10897,2024-08-28 23:59,2024-08-29 00:00,tp@2024-08-29 13:39:60505.22:0.500;stop@2024-08-29 18:49:59102.91:0.500
L-2024-10-15 07:59-69,LONG,2024-10-15 00:00,2024-10-15 07:59,2024-10-15 08:00,65735.54,65735.54,2024-10-15 08:00,65300.00,66312.40,1012.40,65104.10,0.9606,2024-10-15 14:39,stop,0.015244,15.244,0.01587,1.041,0.000475,0.000000,-0.00731,0.03374,3.513,6.67,1,11181,2024-10-15 07:59,2024-10-15 08:00,tp@2024-10-15 13:54:66998.43:0.500;tp@2024-10-15 13:54:66591.49:0.125;tp@2024-10-15 14:04:67897.08:0.125;stop@2024-10-15 14:39:65867.01:0.250
L-2024-11-07 03:59-70,LONG,2024-11-07 00:00,2024-11-07 03:59,2024-11-07 04:00,74897.90,74897.90,2024-11-07 04:05,74134.50,76420.00,2285.50,73912.10,1.3162,2024-12-05 22:30,v,0.078797,78.797,0.05987,0.760,0.000475,0.003975,-0.00598,0.39697,30.161,690.42,1,11318,2024-11-07 03:59,2024-11-07 04:05,tp@2024-11-07 20:24:76869.51:0.500;tp@2024-11-07 20:24:75966.13:0.125;tp@2024-11-10 02:29:77415.50:0.125;v@2024-12-05 22:30:94101.90:0.250
L-2025-01-31 23:59-71,LONG,2025-02-01 00:00,2025-01-31 23:59,2025-02-01 00:00,103219.87,103219.87,2025-02-01 00:00,102100.00,105537.00,3437.00,101793.70,1.3817,2025-02-01 08:54,stop,-0.015070,-15.070,-0.01091,0.724,0.000700,0.000054,-0.01382,0.00000,0.000,8.92,1,11833,2025-01-31 23:59,2025-02-01 00:00,stop@2025-02-01 08:54:101793.70:1.000
L-2025-04-02 23:59-72,LONG,2025-04-03 00:00,2025-04-02 23:59,2025-04-03 00:00,85642.17,85642.17,2025-04-03 00:00,84424.10,88500.00,4075.90,84170.83,1.7180,2025-04-03 00:04,stop,-0.018380,-18.380,-0.01070,0.582,0.000700,0.000000,-0.01718,0.00000,0.000,0.08,1,12199,2025-04-02 23:59,2025-04-03 00:00,stop@2025-04-03 00:04:84170.83:1.000
L-2025-04-12 23:59-73,LONG,2025-04-12 00:00,2025-04-12 23:59,2025-04-13 00:00,84263.21,84263.21,2025-04-13 08:10,83432.60,85884.20,2451.60,83182.30,1.2828,2025-04-13 19:44,stop,-0.014124,-14.124,-0.01101,0.780,0.000700,0.000096,-0.01283,0.00874,0.682,11.58,3,12261,2025-04-13 07:59,2025-04-13 08:10,stop@2025-04-13 19:44:83182.30:1.000
L-2025-06-10 03:59-74,LONG,2025-06-10 00:00,2025-06-10 03:59,2025-06-10 04:00,108617.57,108617.57,2025-06-10 14:30,107563.40,110653.60,3090.20,107240.71,1.2676,2025-06-12 10:29,stop,-0.014271,-14.271,-0.01126,0.789,0.000700,0.000395,-0.01268,0.01611,1.271,44.00,3,12610,2025-06-10 11:59,2025-06-10 14:30,stop@2025-06-12 10:29:107240.71:1.000
L-2025-08-12 23:59-75,LONG,2025-08-12 00:00,2025-08-12 23:59,2025-08-13 00:00,119071.25,119071.25,2025-08-13 02:15,118234.80,120270.00,2035.20,117880.10,1.0004,2025-08-13 22:44,tp,0.020162,20.162,0.02015,1.000,0.000400,0.000113,-0.00203,0.03659,3.657,20.50,1,12991,2025-08-12 23:59,2025-08-13 02:15,tp@2025-08-13 13:54:121453.57:0.500;tp@2025-08-13 13:54:120283.63:0.125;tp@2025-08-13 13:54:120883.13:0.125;tp@2025-08-13 13:54:121855.65:0.125;tp@2025-08-13 22:44:123427.68:0.125
L-2025-12-03 11:59-76,LONG,2025-12-03 00:00,2025-12-03 11:59,2025-12-03 12:00,91932.56,91932.56,2025-12-03 14:00,90954.80,93932.70,2977.90,90681.94,1.3604,2025-12-05 13:29,stop,-0.015002,-15.002,-0.01103,0.735,0.000700,0.000199,-0.01360,0.02450,1.801,47.50,1,13666,2025-12-03 11:59,2025-12-03 14:00,stop@2025-12-05 13:29:90681.94:1.000
L-2026-01-08 11:59-77,LONG,2026-01-08 00:00,2026-01-08 11:59,2026-01-08 12:00,90228.38,90228.38,2026-01-08 12:00,89588.10,91157.60,1569.50,89319.34,1.0075,2026-01-08 14:29,stop,-0.011275,-11.275,-0.01119,0.993,0.000700,0.000000,-0.01007,0.00000,0.000,2.50,1,13882,2026-01-08 11:59,2026-01-08 12:00,stop@2026-01-08 14:29:89319.34:1.000
L-2026-08-21 23:59-78,LONG,2026-08-22 00:00,2026-08-21 23:59,2026-08-22 00:00,77060.27,77060.27,2026-08-22 05:10,76237.00,78748.80,2511.80,76008.29,1.3651,2026-08-23 05:14,stop,-0.015151,-15.151,-0.01110,0.733,0.000700,0.000300,-0.01365,0.01012,0.741,24.08,2,15236,2026-08-22 03:59,2026-08-22 05:10,stop@2026-08-23 05:14:76008.29:1.000
L-2026-08-25 03:59-79,LONG,2026-08-25 00:00,2026-08-25 03:59,2026-08-25 04:00,79322.33,79322.33,2026-08-25 07:50,78410.00,81270.50,2860.50,78174.77,1.4467,2026-08-25 13:54,stop,-0.015767,-15.767,-0.01090,0.691,0.000700,0.000100,-0.01447,0.01151,0.796,6.08,1,15254,2026-08-25 03:59,2026-08-25 07:50,stop@2026-08-25 13:54:78174.77:1.000
